url,name,price,series,marca,usos,pantalla,sistema_operativo,entrada_interfaz,fabricante_cpu
https://www.amazon.es/ASUS-D515UA-BQ244T-Port%C3%A1til-Graphics-Windows/dp/B0987SJLSG/ref=sr_1_115?qid=1636389963&s=computers&sr=1-115,"ASUS D515UA-BQ244T - Portátil 15.6"" Full HD (Ryzen 5 5500U, 8GB RAM, 512GB SSD, Radeon Graphics, Windows 10 Home) Gris Pizarra - Teclado QWERTY español","639,00€",D515UA-BQ244T,ASUS,Personal,15.6 Pulgadas,Windows 10 Home,Teclado,AMD
https://www.amazon.es/Lenovo-IdeaPad-Flex-Port%C3%A1til-Convert%C3%ADble/dp/B08V237MLJ/ref=sr_1_116?qid=1636389963&s=computers&sr=1-116,"Lenovo IdeaPad Flex 5 - Portátil Convertíble 14"" FullHD (AMD Ryzen 3-5300U, 8GB RAM, 512GB SSD, AMD Radeon RX Vega 6, Windows 10 en Modo S) Azul - Teclado QWERTY español","599,99€",IdeaPad Flex 5 14ALC05,Lenovo,Personal,14 Pulgadas,Windows 10 Home en modo S,"Teclado, Pantalla táctil",AMD
https://www.amazon.es/Ordenadores-Portatiles-iProda-360%C2%B0Pantalla-Convertible/dp/B08GYFBKD4/ref=sr_1_117?qid=1636389963&s=computers&sr=1-117,"Ordenadores Portatiles, iProda 360°Pantalla Táctil, Portátil Convertible 11.6 Pulgada, Intel Quad Core N4100, hasta 2,40 GHz 4GB RAM 64GB eMMC, Expansión de 512 GB, Windows 10 Pro, FHD 1920 x 1080","316,67€",,IProda,Negocios,11.6 Pulgadas,Windows 10 Pro,"Teclado, Pantalla táctil",Intel
https://www.amazon.es/Toshiba-Dynabook-SATELLITE-A50-F-107-Port%C3%A1til/dp/B08Z85JCQX/ref=sr_1_118?qid=1636389963&s=computers&sr=1-118,"Toshiba Dynabook SATELLITE PRO A50-F-107 Portátil 15,6""FullHD (Intel Core i3-8145U, 8GB RAM, 256GB SSD, Windows Pro) Negro - Teclado QWERTY español","414,48€",,,,,,,
https://www.amazon.es/ASUS-VivoBook-Flip-TP412FA-EC649T-i3-10110U/dp/B08BZ58J1D/ref=sr_1_119?qid=1636389963&s=computers&sr=1-119,"ASUS VivoBook Flip TP412FA-EC649T - Portátil 14"" FullHD (Intel Core i3-10110U, 8GB RAM, 256GB SSD, UHD Graphics, Windows 10 Home) Azul Galaxia - Teclado QWERTY español","649,99€",TP412FA-EC649T,ASUS,Personal,14 Pulgadas,Windows 10 Home,Pantalla táctil,Intel
https://www.amazon.es/Blade-15-Studio-Ordenador-sobremesa/dp/B088CHNCKV/ref=sr_1_120?qid=1636389963&s=computers&sr=1-120,Blade 15 Studio Edition - Ordenador de sobremesa (CH5-T/15.6/4K OLED/i7/32GB/Quadro/1TB/Mercury),"5.330,65€",,Razer,,15.6 Pulgadas,,Pantalla táctil,Intel
https://www.amazon.es/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_browse_computers_sr_pg5_1?ie=UTF8&adId=A06826571V2GLRDPT39EO&url=%2FTECLAST-Tbolt-20-Pro-Ultradelgado%2Fdp%2FB09DJVZSD9%2Fref%3Dsr_1_121_sspa%3Fqid%3D1636389963%26s%3Dcomputers%26sr%3D1-121-spons%26psc%3D1&qualifier=1636389963&id=7280748851100780&widgetName=sp_mtf_browse,"TECLAST Tbolt 20 Pro Ordenador Portátil 15.6” Intel Core i5-8259U, 8GB RAM 256GB SSD 3.8GHz, Notebook Laptop Ultradelgado Window 10, 55005mWh Batería Grande, 5GHz WiFi+ Bluetooth+USB 3.0+Micro SD","599,99€",,TECLAST,,15.6 Pulgadas,Windows 10 Home,"Teclado, Touch Pad",Intel
https://www.amazon.es/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_browse_computers_sr_pg5_1?ie=UTF8&adId=A05745782SH23J5S6Z2EH&url=%2FTECLAST-F15S-Ordenador-Expandible-1920%25C3%25971080%2Fdp%2FB08ZMRZMDX%2Fref%3Dsr_1_122_sspa%3Fqid%3D1636389963%26s%3Dcomputers%26sr%3D1-122-spons%26psc%3D1&qualifier=1636389963&id=7280748851100780&widgetName=sp_mtf_browse,"TECLAST F15S Ordenador Portátil 15.6” Notebook Laptop 6GB RAM 128GB ROM (Más de 1TB Expandible), FHD 1920×1080, 2.40GHz Intel Celeron J3455, Window 10, 38000mWh Batería, 5G WiFi+Bluetooth+USB 3.0","289,99€",,TECLAST,,15.6 Pulgadas,Windows 10 Home,"Teclado, Touch Pad",Intel
https://www.amazon.es/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_browse_computers_sr_pg5_1?ie=UTF8&adId=A0935056O6S4M6SG6TIH&url=%2FOrdenador-port%25C3%25A1til-procesador-Bluetooth-Ampliable%2Fdp%2FB089FXZNT3%2Fref%3Dsr_1_123_sspa%3Fqid%3D1636389963%26s%3Dcomputers%26sr%3D1-123-spons%26psc%3D1&qualifier=1636389963&id=7280748851100780&widgetName=sp_mtf_browse,"Jumper Ordenador portátil de 13,3 Pulgadas Full HD, 8GB+128GB Ordenador portátil, Intel Cuatro núcleos procesador Laptop, Windows 10 PC, Bluetooth 4.2, Doble Banda WLAN, Memoria Ampliable","329,99€",EZbook X3 8128,JUMPER,Personal,13.3 Pulgadas,Windows 10 Home,Teclado,Intel
https://www.amazon.es/HP-EliteBook-820-G2-Reacondicionado/dp/B08CKNM1WT/ref=sr_1_124?qid=1636389963&s=computers&sr=1-124,"HP EliteBook 820 G2 - PC portátil - 12.5 '' - (Core i5-5200U / 2.20 GHz, 8GB RAM, SSD 128GB SSD, WiFi, Windows 10, Teclado QWERTY) Modelo Muy rápido (Reacondicionado)","299,00€",,HP,,12.5 Pulgadas,Windows 10,Teclado,Intel
https://www.amazon.es/Chromebook-317_17-3-IPS_Celeron-N4500_8GB_64GB-eMMc_Chrome/dp/B09969M5ZF/ref=sr_1_125?qid=1636389963&s=computers&sr=1-125,"Chromebook 317_17.3"" FHD IPS_17.3"" FHD IPS_Celeron N4500_8GB_64GB eMMc_Chrome OS","449,00€",Chromebook 317,Acer,"Personal, Negocio",17.3 Pulgadas,Chrome OS,,Intel
https://www.amazon.es/TOPOSH-Ordenador-procesador-Bluetooth-WiFi-Gris/dp/B0978VQFJH/ref=sr_1_126?qid=1636389963&s=computers&sr=1-126,"TOPOSH - Ordenador portátil con Windows 10 de 7 pulgadas, pantalla táctil de 8 GB de RAM, 256 GB de ROM, Intel Celeron J3455, procesador Quad Core 1,5 GHz, Bluetooth, WiFi-Gris","399,00€",,TOPOSH,,7 Pulgadas,Windows 10 Home,Pantalla táctil,Intel
https://www.amazon.es/MSI-Pulse-GL76-11UEK-055XES-RTX3060-6GB/dp/B095C25LYZ/ref=sr_1_127?qid=1636389963&s=computers&sr=1-127,"MSI Pulse GL76 11UEK-055XES -- Ordenador portátil de 17.3"" FullHD 144Hz (Intel Core i7-11800H, 16GB de RAM, 1TB SSD, Nvidia RTX3060-6GB, Sin sistema operativo) Gris - Teclado QWERTY Español","1.669,00€",Pulse GL76,MSI,Gaming,17.3 Pulgadas,Sin sistema operativo,Pantalla táctil/estilete,Intel
https://www.amazon.es/Extensa-Acer-15-EX215-31-Ordenador/dp/B08KQ1BL61/ref=sr_1_128?qid=1636389963&s=computers&sr=1-128,"Extensa Acer 15 EX215-31 - Ordenador Portátil 15.6"" HD (Intel N4020, 8GB RAM, 256GB SSD, Intel UHD Graphics , Negro- Teclado QWERTY Español, sin Sistema operativo)","355,00€",,Extensa,Negocios,15.6 Pulgadas,DOS,Teclado,Intel
https://www.amazon.es/LincPlus-P2-Port%C3%A1til-Pulgadas-Ordenador/dp/B08Y5VXL32/ref=sr_1_129?qid=1636389963&s=computers&sr=1-129,"LincPlus P2 Portátil de Metal de 14.1 Pulgadas, Ordenador con Windows 10 S, Intel Celeron N3350, 4GB RAM eMMC de 64GB, Notebook PC Full HD 1080P","279,00€",LincPlus P2-UK,LincPlus,Personal,14 Pulgadas,Windows 10 S,Teclado,Intel
https://www.amazon.es/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_browse_computers_sr_pg6_1?ie=UTF8&adId=A10299062P2ZRS00R2JHV&url=%2FCHUWI-HeroBook-Ordenador-Port%25C3%25A1til-Ultrabook%2Fdp%2FB083B8L7Q9%2Fref%3Dsr_1_121_sspa%3Fqid%3D1636389966%26s%3Dcomputers%26sr%3D1-121-spons%26psc%3D1&qualifier=1636389966&id=3933456615221845&widgetName=sp_atf_browse,"CHUWI HeroBook Pro Ordenador Portátil Ultrabook Laptop 14.1' Intel Celeron N4020 hasta 2.8 GHz, 4K 1920*1080, Windows 10, 8G RAM 256G SSD, WiFi, USB 3.0, 38Wh","339,00€",HeroBook pro,CHUWI,,14.1 Pulgadas,Windows 10,"Teclado, Botones",Intel
https://www.amazon.es/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_browse_computers_sr_pg6_1?ie=UTF8&adId=A09214592YROM0UQ3XCQG&url=%2FKUU-Ordenador-desbloqueo-Dactilares-retroiluminado%2Fdp%2FB0969WN21P%2Fref%3Dsr_1_122_sspa%3Fqid%3D1636389966%26s%3Dcomputers%26sr%3D1-122-spons%26psc%3D1&qualifier=1636389966&id=3933456615221845&widgetName=sp_atf_browse,"KUU Ordenador Portátil G3Pro 15.6'', Notebook AMD Ryzen 7 4800H Processor up to 4.2GHz, 16GB RAM DDR4 512GB SSD, Windows 10 Laptop con desbloqueo de Huellas Dactilares y Teclado retroiluminado, Type C","689,99€",,KUU,,15.6 Pulgadas,Windows 10,Teclado,AMD
https://www.amazon.es/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_browse_computers_sr_pg6_1?ie=UTF8&adId=A00891921S4LQX1C2GZM&url=%2FCHUWI-CoreBook-Ordenador-Portatil-Ultrabook%2Fdp%2FB08SK63434%2Fref%3Dsr_1_123_sspa%3Fqid%3D1636389966%26s%3Dcomputers%26smid%3DAS9E0MT5ZN0A0%26sr%3D1-123-spons%26psc%3D1&qualifier=1636389966&id=3933456615221845&widgetName=sp_atf_browse,"CHUWI CoreBook X Ordenador Portatil Ultrabook 14 Pulgadas Laptop Windows 10 Intel Core i5-8259U MAX hasta 3,8 GHz 8GB RAM+512GB SSD 2160*1440 Wi-Fi BT4.2 Type-C PD2.0 46.2Wh","492,15€",CoreBook X,CHUWI,Gaming,14 Pulgadas,Windows 10 Home,"Teclado, Botones",Intel
https://www.amazon.es/Lenovo-81JL000USP-Yoga-C630-13Q50_SDM850_Integrated_Graphics_13-3FHD/dp/B081316GQP/ref=sr_1_124?qid=1636389966&s=computers&sr=1-124,"Lenovo Yoga C630 - Portátil Convertible 13.3"" FullHD - (Qualcomm Snapdragon 850, 8GB RAM, 256GB SSD, Integrated Qualcomm Adreno 630 Graphics, Windows 10 Home en modo S), Gris - Teclado QWERTY Español","949,99€",Yoga C630,Lenovo,Personal,13.3 Pulgadas,Windows 10 Home,Teclado,Qualcomm
https://www.amazon.es/Lenovo-S0229981-Port%C3%A1til-Intel-I3-1115G4/dp/B08ZLHDN6G/ref=sr_1_125?qid=1636389966&s=computers&sr=1-125,"Lenovo S0229981 Portátil V15, Intel Core I3-1115G4, 8 GB Ddr4, 15.6"", 256 GB Ssd","522,61€",,Lenovo,Negocio,75,Windows 10 Pro,,Intel
https://www.amazon.es/Microchip-Technology-PIC12F675-I-Microcontrolador-Embedded/dp/B00B88NE7Y/ref=sr_1_126?qid=1636389966&s=computers&sr=1-126,Microchip Technology PIC12F675-I/P Microcontrolador Embedded PDIP-8 8 bit 20 MHz Número I/O 5,"5,01€",,,,,,,
https://www.amazon.es/Microsoft-Ordenador-port%C3%A1til-pulgadas-M3-8100Y/dp/B087KFQHGH/ref=sr_1_127?qid=1636389966&s=computers&sr=1-127,"Microsoft Surface Go 2 Ordenador portátil 2 en 1 de 10.5 pulgadas Full HD, Wifi + LTE, Intel Core M3-8100Y, 8 GB RAM, 128 GB SSD, Windows 10 Home Platino","746,10€",Surface Go 2,Microsoft,Personal,10.5 Pulgadas,Windows 10 Home,Pantalla táctil,Intel
https://www.amazon.es/Lenovo-ThinkPad-X240-1366-8GB/dp/B074141G3K/ref=sr_1_128?qid=1636389966&s=computers&sr=1-128,"Lenovo ThinkPad X240 - portátil ( i5 2 x 1,9 GHz, RAM de 8 GB, 120 GB SSD, pantalla de 12,5 pulgadas, 1366 x 768, Cam, Windows 10 Pro, 1366 (reacondicionado)","289,00€",Lenovo Thinkpad,Lenovo,,12.5 Pulgadas,Windows 10 Pro,Teclado,Intel
https://www.amazon.es/MyDigitalTech-Dell-Procesador-Professional-reacondicionado/dp/B083JCF1K8/ref=sr_1_129?qid=1636389966&s=computers&sr=1-129,"Dell Latitude E7470 - Ordenador portátil Intel Core Processor CPU, original Microsoft Windows 10 Professional (Core i7, 16 GB RAM, 512 GB SDD) (renovado)","549,00€",,Dell,,14 Pulgadas,Windows 10 Pro,"Dispositivo apuntador TrackPoint, Teclado",Intel
https://www.amazon.es/ASUS-E410MA-EK007TS-Port%C3%A1til-Celeron-El%C3%A9trico/dp/B08DNK9PYP/ref=sr_1_130?qid=1636389966&s=computers&sr=1-130,"ASUS E410MA-EK007TS - Portátil de 14"" FullHD (Celeron N4020, 4 GB RAM, 64 GB EMMC, Windows 10 Home en modo S) Azul Elétrico - Teclado QWERTY español","285,40€",E410MA-EK007TS,ASUS,Personal,14 Pulgadas,Windows 10 Home,"Teclado, Touch Pad",Intel
https://www.amazon.es/Fesjoy-Netbook-Lightweight-Ordenador-Cortex-A9/dp/B08SLLDLG1/ref=sr_1_131?qid=1636389966&s=computers&sr=1-131,"Fesjoy Netbook Lightweight - Ordenador portátil portátil de 10,1 pulgadas S500 1,5 G ARM Cortex-A9 / Android 5.1 / 1G + 8G / 1024 * 600, enchufe europeo","115,49€",,Fesjoy,,10.1 Pulgadas,Android 5.1 Lollipop,"Micrófono, Mouse, Touch Pad, Teclado numérico",ARM
https://www.amazon.es/HP-PORTATIL-I3-1005G1-256GBSSD-W10H/dp/B08H3DDKR6/ref=sr_1_132?qid=1636389966&s=computers&sr=1-132,"HP PORTATIL 250 G7 I3-1005G1 8GB 256GBSSD 15,6 W10H","599,99€",,HP,,15.6 Pulgadas,Windows 10 Home,Micrófono,Intel
https://www.amazon.es/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_browse_computers_sr_pg6_1?ie=UTF8&adId=A00674342V8OO6NSJBHFB&url=%2FX3-Ordenador-port%25C3%25A1til-Microsoft-Teclado%2Fdp%2FB0899T5MZ4%2Fref%3Dsr_1_133_sspa%3Fqid%3D1636389966%26s%3Dcomputers%26sr%3D1-133-spons%26psc%3D1&qualifier=1636389966&id=3933456615221845&widgetName=sp_mtf_browse,"Jumper Ordenador portátil de 13,3 Pulgadas (Microsoft Office 365, 4GB+64GB, Windows 10 Laptop, Intel Celeron N3350, 2.4G/5G WiFi, HDMI, USB 3.0, Portátil HD, Memoria ampliable)-Teclado QWERTY Español","279,99€",EZbook X3,JUMPER,Personal,13.3 Pulgadas,Windows 10 Home,Teclado,Intel
https://www.amazon.es/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_browse_computers_sr_pg6_1?ie=UTF8&adId=A046938019C9GC4JD013D&url=%2FOrdenador-port%25C3%25A1til-pulgadas-Microsoft-expansi%25C3%25B3n%2Fdp%2FB09GFT31LQ%2Fref%3Dsr_1_134_sspa%3Fqid%3D1636389966%26s%3Dcomputers%26sr%3D1-134-spons%26psc%3D1&qualifier=1636389966&id=3933456615221845&widgetName=sp_mtf_browse,"Jumper Ordenador portátil de 13,3 pulgadas, Microsoft Office 365, 4GB+64GB Laptop, Intel Celeron N3350, Portátil HD, Win 10, Wifi de doble banda, Cámara frontal HD, Apoyar la expansión de la memoria","279,99€",EZbook X3,JUMPER,Personal,13.3 Pulgadas,Windows 10 Home,Teclado,Intel
https://www.amazon.es/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_browse_computers_sr_pg6_1?ie=UTF8&adId=A0469480SK4OEUE3NXZK&url=%2FPort%25C3%25A1tiles-Microsoft-Bluetooth-Compatible-expansi%25C3%25B3n%2Fdp%2FB09DNXDHSZ%2Fref%3Dsr_1_135_sspa%3Fqid%3D1636389966%26s%3Dcomputers%26sr%3D1-135-spons%26psc%3D1&qualifier=1636389966&id=3933456615221845&widgetName=sp_mtf_browse,"Jumper Portátiles 14 Pulgadas, Microsoft Office 365, 12GB+256GB Laptop, Intel Celeron N4020, Intel HD Graphics 600, Windows 10, Bluetooth 4.0, Compatible con expansión de Tarjeta TF de 256GB","379,99€",EZbook S5,JUMPER,Personal,14 Pulgadas,Windows 10,Teclado,Intel
https://www.amazon.es/Y11-Ordenador-Portatil-Portatiles-Totalmente/dp/B07WF7571B/ref=sr_1_136?qid=1636389966&s=computers&sr=1-136,"BMAX Y11 Ordenador Portatil, 2 en 1 Táctil Convertible Laptop 11.6 Pulgadas FHD 1080P Pantalla (Quad Core N4120, 8GB RAM, 256GB SSD, Windows 10 ), USB-C, WiFi 2.5GHz/ 5.0GHz, Bluetooth 4.0","305,15€",,Bmax,"Negocios, Estudiante",11.6 Pulgadas,Windows 10 Home,Teclado,Intel
https://www.amazon.es/Gigabyte-Technology-GIGABYTE-M32U/dp/B09GYSN7WK/ref=sr_1_137?qid=1636389966&s=computers&sr=1-137,GIGABYTE M32U,"967,26€",,,,,,,
https://www.amazon.es/ASUS-ZenBook-Flip-UX363JA-EM189T-Pino-Teclado/dp/B08CS7D3RL/ref=sr_1_138?qid=1636389966&s=computers&sr=1-138,"ASUS ZenBook Flip 13 UX363JA-EM189T - Portátil convertible 13.3"" FullHD (Intel Core i5-1035G4, 16GB RAM, 512GB SSD, Intel Iris Plus Graphics, Windows 10 Home) Gris Pino-Teclado QWERTY español","800,00€",UX363JA-EM189T,ASUS,Personal,13.3 Pulgadas,Windows 10 Home,Pantalla táctil,Intel
https://www.amazon.es/Port%C3%A1til-V145-15AST-pantalla-pulgadas-Professional/dp/B0924J2TJ6/ref=sr_1_139?qid=1636389966&s=computers&sr=1-139,"Portátil V145-15AST, pantalla de 15,6 pulgadas HD, AMD A9-9425, 2 núcleos hasta 3,7 GHz, DDR4 8 GB RAM, 256 GB SSD, Windows 10 Professional, libre Office","399,90€",,Lenovo,,15.6 Pulgadas,Windows 10 Pro,,AMD
https://www.amazon.es/HP-240G8-i5-1035G1-8GB-W10H/dp/B08SL8S6PV/ref=sr_1_140?qid=1636389966&s=computers&sr=1-140,HP 240G8 i5-1035G1 14 8GB/256 W10H,"1.478,89€",,,,,,,
https://www.amazon.es/Acer-TravelMate-TMB311-31-C7E8-DDR4-SDRAM-portatile/dp/B08V4TGGN6/ref=sr_1_141?qid=1636389966&s=computers&sr=1-141,"Acer TravelMate TMB311-31-C7E8 DDR4-SDRAM Computer portatile 29,5 cm (11.6"") 136","329,00€",,Acer,,,Windows 10 Pro,,Intel
https://www.amazon.es/HSW-10-1-Windows-Ultra-Laptop/dp/B08DKTDV5M/ref=sr_1_142?qid=1636389966&s=computers&sr=1-142,"HSW 10.1"" Windows 10 Ultra Thin Laptop PC - 2GB RAM 32GB de Almacenamiento, Intel Quad Core 1.44Ghz USB 3.0, WiFi, HDMI, BT, admite 128GB TF-Card Notebook Computer","179,00€",,HSW,Estudiante,10.1 Pulgadas,Windows,Teclado,Intel
https://www.amazon.es/MSI-GE66-Raider-11UH-463XES-Ordenador/dp/B09F71FXZ9/ref=sr_1_143?qid=1636389966&s=computers&sr=1-143,"MSI GE66 Raider 11UH-463XES - Ordenador portátil de 15.6"" QHD (Tiger Lake i7-11800H+HM570, 16 GBx2 RAM, 1 TB, RTX3080, GDDR6 8GB, Sin sistema operativo) Azul - Teclado QWERTY Español","2.399,00€",GE66 Raider 11UH-463XES,MSI,Gaming,15.6 Pulgadas,Sin sistema oprativo,,Intel
https://www.amazon.es/Apple-MacBook-13-pulgadas-Almacenamiento-Keyboard/dp/B08834TZ24/ref=sr_1_144?qid=1636389966&s=computers&sr=1-144,"2020 Apple MacBook Pro (de&nbsp;13&nbsp;Pulgadas, Chip i5 de Intel, 16&nbsp;GB RAM, 512&nbsp;GB Almacenamiento SSD, Magic Keyboard, Cuatro Puertos Thunderbolt 3) - Plata","1.756,97€",,Apple,"Personal, Business",13 Pulgadas,MacOS 10.14 Mojave,"Teclado, Touch Pad",Intel
https://www.amazon.es/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_browse_computers_sr_pg6_1?ie=UTF8&adId=A06826571V2GLRDPT39EO&url=%2FTECLAST-Tbolt-20-Pro-Ultradelgado%2Fdp%2FB09DJVZSD9%2Fref%3Dsr_1_145_sspa%3Fqid%3D1636389966%26s%3Dcomputers%26sr%3D1-145-spons%26psc%3D1&qualifier=1636389966&id=3933456615221845&widgetName=sp_mtf_browse,"TECLAST Tbolt 20 Pro Ordenador Portátil 15.6” Intel Core i5-8259U, 8GB RAM 256GB SSD 3.8GHz, Notebook Laptop Ultradelgado Window 10, 55005mWh Batería Grande, 5GHz WiFi+ Bluetooth+USB 3.0+Micro SD","599,99€",,TECLAST,,15.6 Pulgadas,Windows 10 Home,"Teclado, Touch Pad",Intel
https://www.amazon.es/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_browse_computers_sr_pg6_1?ie=UTF8&adId=A05745782SH23J5S6Z2EH&url=%2FTECLAST-F15S-Ordenador-Expandible-1920%25C3%25971080%2Fdp%2FB08ZMRZMDX%2Fref%3Dsr_1_146_sspa%3Fqid%3D1636389966%26s%3Dcomputers%26sr%3D1-146-spons%26psc%3D1&qualifier=1636389966&id=3933456615221845&widgetName=sp_mtf_browse,"TECLAST F15S Ordenador Portátil 15.6” Notebook Laptop 6GB RAM 128GB ROM (Más de 1TB Expandible), FHD 1920×1080, 2.40GHz Intel Celeron J3455, Window 10, 38000mWh Batería, 5G WiFi+Bluetooth+USB 3.0","289,99€",,TECLAST,,15.6 Pulgadas,Windows 10 Home,"Teclado, Touch Pad",Intel
https://www.amazon.es/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_browse_computers_sr_pg6_1?ie=UTF8&adId=A0935056O6S4M6SG6TIH&url=%2FOrdenador-port%25C3%25A1til-procesador-Bluetooth-Ampliable%2Fdp%2FB089FXZNT3%2Fref%3Dsr_1_147_sspa%3Fqid%3D1636389966%26s%3Dcomputers%26sr%3D1-147-spons%26psc%3D1&qualifier=1636389966&id=3933456615221845&widgetName=sp_mtf_browse,"Jumper Ordenador portátil de 13,3 Pulgadas Full HD, 8GB+128GB Ordenador portátil, Intel Cuatro núcleos procesador Laptop, Windows 10 PC, Bluetooth 4.2, Doble Banda WLAN, Memoria Ampliable","329,99€",EZbook X3 8128,JUMPER,Personal,13.3 Pulgadas,Windows 10 Home,Teclado,Intel
https://www.amazon.es/Lorenlli-port%C3%A1til-Ultrafino-Pulgadas-Windows10/dp/B08HWW221Z/ref=sr_1_148?qid=1636389966&s=computers&sr=1-148,"Lorenlli PC portátil Ultrafino Netbook de 14,1 Pulgadas 1366 * 768P Display Pixel 2GB + 32GB para Windows10","145,99€",,Lodenlli,,14.1 Pulgadas,Windows 10,Micrófono,Intel
https://www.amazon.es/Coolby-Ordenador-Port%C3%A1til-Delgado-Notbook/dp/B08SQPNTD5/ref=sr_1_149?qid=1636389966&s=computers&sr=1-149,"Coolby Ordenador Portátil 2021, PC Delgado 15.6"", Laptop 1080P Intel J4115 Quad Core, Notbook 8GB DDR4 + 256GB M.2 SSD, PC Portátil Ligero Windows 10 Pro con 2.4G/5G Wifi, BT4.2 y Cámara Web - Gris","369,00€",ZealBook,Coolby,个人,15.6 Pulgadas,Windows 10 Pro,Teclado,Intel
https://www.amazon.es/TECLAST-F6-Ordenador-1920%C3%971080-Mini-HDMI/dp/B08RNJMMTP/ref=sr_1_150?qid=1636389966&s=computers&sr=1-150,"TECLAST Ordenador Portátil 13.3 Pulgadas，Portátil 8GB RAM+128GB SSD, F6 Laptop Windows 10(64bit)，Intel Celeron N3350，1920×1080 Full HD, Dual USB 3.0 Mini-HDMI， Batería 38000mWh (QWERTY)","254,99€",,TECLAST,,13.3 Pulgadas,Windows 10,"Touch Pad, Teclado numérico",Intel
https://www.amazon.es/Port%C3%A1tiles-Ordenador-Operativo-Dual-Core-Expandible/dp/B089FYKC2P/ref=sr_1_151?qid=1636389966&s=computers&sr=1-151,"Jumper Portátiles 14 Pulgadas, Ordenador Portátil 12GB+256GB SSD, PC Laptop de Sistema Operativo Windows 10,Dual-Core Full HD IPS,Intel Celeron N4020,Cámara frontal HD, USB3.0, WiFi,Expandible SSD","379,99€",EZbook S5,JUMPER,Personal,14 Pulgadas,Windows 10 Home,Teclado,Intel
https://www.amazon.es/KUU-G3-desbloqueo-Dactilares-retroiluminado/dp/B097XVJL5Q/ref=sr_1_152?qid=1636389966&s=computers&sr=1-152,"KUU Ordenador Portátil G3 15.6'', Notebook AMD Ryzen 5 4600H Processor up to 4.0 GHz, 8GB RAM DDR4 512GB SSD, Windows 10 Laptop con desbloqueo de Huellas Dactilares y Teclado retroiluminado, Type C","549,99€",G3,KUU,Business,15.6 Pulgadas,Windows 10 Pro,Teclado,AMD
https://www.amazon.es/THINKPAD-P15V-G1-CI7-10750H-SYST/dp/B08WWRGL6C/ref=sr_1_153?qid=1636389966&s=computers&sr=1-153,THINKPAD P15V G1 T CI7-10750H SYST,"1.788,29€",,,,,,,
https://www.amazon.es/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_browse_computers_sr_pg7_1?ie=UTF8&adId=A10299062P2ZRS00R2JHV&url=%2FCHUWI-HeroBook-Ordenador-Port%25C3%25A1til-Ultrabook%2Fdp%2FB083B8L7Q9%2Fref%3Dsr_1_145_sspa%3Fqid%3D1636389969%26s%3Dcomputers%26sr%3D1-145-spons%26psc%3D1&qualifier=1636389969&id=6825153531167136&widgetName=sp_atf_browse,"CHUWI HeroBook Pro Ordenador Portátil Ultrabook Laptop 14.1' Intel Celeron N4020 hasta 2.8 GHz, 4K 1920*1080, Windows 10, 8G RAM 256G SSD, WiFi, USB 3.0, 38Wh","339,00€",HeroBook pro,CHUWI,,14.1 Pulgadas,Windows 10,"Teclado, Botones",Intel
https://www.amazon.es/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_browse_computers_sr_pg7_1?ie=UTF8&adId=A09214592YROM0UQ3XCQG&url=%2FKUU-Ordenador-desbloqueo-Dactilares-retroiluminado%2Fdp%2FB0969WN21P%2Fref%3Dsr_1_146_sspa%3Fqid%3D1636389969%26s%3Dcomputers%26sr%3D1-146-spons%26psc%3D1&qualifier=1636389969&id=6825153531167136&widgetName=sp_atf_browse,"KUU Ordenador Portátil G3Pro 15.6'', Notebook AMD Ryzen 7 4800H Processor up to 4.2GHz, 16GB RAM DDR4 512GB SSD, Windows 10 Laptop con desbloqueo de Huellas Dactilares y Teclado retroiluminado, Type C","689,99€",,KUU,,15.6 Pulgadas,Windows 10,Teclado,AMD
https://www.amazon.es/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_browse_computers_sr_pg7_1?ie=UTF8&adId=A00891921S4LQX1C2GZM&url=%2FCHUWI-CoreBook-Ordenador-Portatil-Ultrabook%2Fdp%2FB08SK63434%2Fref%3Dsr_1_147_sspa%3Fqid%3D1636389969%26s%3Dcomputers%26smid%3DAS9E0MT5ZN0A0%26sr%3D1-147-spons%26psc%3D1&qualifier=1636389969&id=6825153531167136&widgetName=sp_atf_browse,"CHUWI CoreBook X Ordenador Portatil Ultrabook 14 Pulgadas Laptop Windows 10 Intel Core i5-8259U MAX hasta 3,8 GHz 8GB RAM+512GB SSD 2160*1440 Wi-Fi BT4.2 Type-C PD2.0 46.2Wh","492,15&nbsp;€",,,,,,,
